360762.6440871341	4066016.3890302	15
360762.6297527648	4066016.5088390354 	15
360762.6122214762	4066016.64153208   	15
360762.5906362316	4066016.799213928  	15
360762.5688570512	4066016.962812104  	15
360762.5466543877	4066017.132301833  	15
360762.5226366112	4066017.316039344  	15
360762.509761853	4066017.415715804  	15
360762.4957528669	4066017.5207915255 	15
360762.4812175519	4066017.632948812  	15
360762.465487004	4066017.7514494183 	15
360762.4490722704	4066017.877657801  	15
360762.4314976101	4066018.010501736  	15
360762.4131925241	4066018.1510275793 	15
360762.3937994736	4066018.2979178154 	15
360762.3736979419	4066018.4519610233 	15
360762.3526810746	4066018.6117117535 	15
360762.3310192071	4066018.777823464  	15
360762.3085213912	4066018.9488884704 	15
360762.2854877001	4066019.1255103135 	15
360762.2616991007	4066019.306433872  	15
360762.2374866671	4066019.4922888023 	15
360762.2126338921	4066019.681975856  	15
360762.1872735456	4066019.876143128  	15
360762.1614215707	4066020.0738929175 	15
360762.1350578136	4066020.275864411  	15
360762.1082296309	4066020.48121264   	15
360762.0808981913	4066020.6903679394 	15
360762.0532201137	4066020.902628064  	15
360762.0250649301	4066021.1184248407 	15
360761.9965472139	4066021.337288679  	15
360761.9675662439	4066021.55960148   	15
360761.9381929349	4066021.785027457  	15
360761.9083712745	4066022.013879338  	15
360761.8781727413	4066022.245855552  	15
360761.8475397024	4066022.4811699856 	15
360761.8165138365	4066022.719567178  	15
360761.7850796798	4066022.961035973  	15
360761.7532932424	4066023.2052636393 	15
360761.721320356	4066023.4511751193 	15
360761.689115434	4066023.6987863686 	15
360761.6569809837	4066023.948849197  	15
360761.6247493383	4066024.1910648574 	15
360761.5933136124	4066024.434313296  	15
360761.5613708028	4066024.6773798447 	15
360761.528920467	4066024.923991149  	15
360761.4980731205	4066025.1658458095 	15
360761.4665512744	4066025.4131873087 	15
360761.4340689789	4066025.6597116487 	15
360761.4015045342	4066025.907758393  	15
360761.3685772602	4066026.159792448  	15
360761.3362316012	4066026.4090790935 	15
360761.3033491917	4066026.6629300807 	15
360761.2706630488	4066026.9138231855 	15
360761.2373133364	4066027.168997497  	15
360761.2045843732	4066027.421013072  	15
360761.1714922668	4066027.676996951  	15
360761.1386156592	4066027.929326737  	15
360761.1052613279	4066028.185155156  	15
360761.0733474477	4066028.4375034794 	15
360761.0401946207	4066028.6888186214 	15
360761.0063822637	4066028.9418480974 	15
360760.9749705151	4066029.1893816344 	15
360760.9424979015	4066029.444005424  	15
360760.9097688624	4066029.690385368  	15
360760.8761297868	4066029.944674485  	15
360760.8444926273	4066030.1933752806 	15
360760.8119380455	4066030.444840349  	15
360760.7790721357	4066030.695949224  	15
360760.7467939104	4066030.944683257  	15
360760.7139895694	4066031.19863552   	15
360760.68052866	4066031.4497920847 	15
360760.6484568031	4066031.7008804	15
360760.6163681805	4066031.954691696  	15
360760.5833807397	4066032.2030265494 	15
360760.5495383468	4066032.4589008177 	15
360760.5180418004	4066032.706853935  	15
360760.48543376	4066032.9625407727 	15
360760.4523632556	4066033.212340988  	15
360760.4194604807	4066033.4649372273 	15
360760.3869777871	4066033.7170627	15
360760.3546332453	4066033.966413764  	15
360760.3214506524	4066034.2205888494 	15
360760.2896458198	4066034.472125256  	15
360760.2565503636	4066034.723207332  	15
360760.2227769642	4066034.9767493657 	15
360760.1912859437	4066035.225040761  	15
360760.1587544198	4066035.4807338873 	15
360760.125937903	4066035.728305324  	15
360760.0922109092	4066035.9837593217 	15
360760.060470441	4066036.233617648  	15
360760.0278560732	4066036.4860988334 	15
360759.9949280277	4066036.738079364  	15
360759.962600338	4066036.9875251343 	15
360759.9298041617	4066037.24197524   	15
360759.8963801051	4066037.493515108  	15
360759.8642971155	4066037.744854409  	15
360759.8322867623	4066037.998778341  	15
360759.7993311626	4066038.2471885616 	15
360759.765580517	4066038.503064968  	15
360759.7341300275	4066038.751028575  	15
360759.7015982879	4066039.006706395  	15
360759.6685435948	4066039.2565366	15
360759.6357030805	4066039.509200111  	15
360759.6032982297	4066039.7614116	15
360759.5709563432	4066040.010922164  	15
360759.5378531966	4066040.265282115  	15
360759.5060823709	4066040.517026948  	15
360759.4730062038	4066040.768351912  	15
360759.4392825107	4066041.0221287273 	15
360759.4078109014	4066041.270670617  	15
360759.3753290855	4066041.5265985266 	15
360759.3467567188	4066041.7749372898 	15
360759.3175808829	4066042.0312486705 	15
360759.2872548808	4066042.2816580087 	15
360759.255318934	4066042.5345196505 	15
360759.2232361931	4066042.7868094738 	15
360759.1918453109	4066043.036555448  	15
360759.1602447794	4066043.291252104  	15
360759.1280158014	4066043.543004308  	15
360759.0972037688	4066043.7945242873 	15
360759.0665407887	4066044.0486314567 	15
360759.0348257779	4066044.2972342647 	15
360759.0066774875	4066044.5537912287 	15
360758.9816687186	4066044.8023837064 	15
360758.9519061135	4066045.0583090778 	15
360758.9207802693	4066045.308381503  	15
360758.8955160364	4066045.5619253977 	15
360758.8720640264	4066045.8151203585 	15
360758.8443439525	4066046.065137317  	15
360758.8150528745	4066046.319997827  	15
360758.791409922	4066046.5727243456 	15
360758.7670449018	4066046.825200224  	15
360758.738942607	4066047.079889255  	15
360758.7123864575	4066047.329145705  	15
360758.6852484677	4066047.585826832  	15
360758.657779424	4066047.8343718224 	15
360758.6299188643	4066048.0907718926 	15
360758.6040121657	4066048.341447547  	15
360758.5773997608	4066048.5947547224 	15
360758.5505799053	4066048.847517684  	15
360758.5242688888	4066049.0977549874 	15
360758.4976721077	4066049.352959418  	15
360758.4704170115	4066049.605261715  	15
360758.4501323628	4066049.857830792  	15
360758.4304715222	4066050.1130591775 	15
360758.4056287579	4066050.3624625704 	15
360758.379225236	4066050.619215313  	15
360758.3590526393	4066050.8683449193 	15
360758.3387763512	4066051.1251804177 	15
360758.3148413158	4066051.375915148  	15
360758.2905553617	4066051.6294923816 	15
360758.2668733835	4066051.882633868  	15
360758.2433006795	4066052.133104096  	15
360758.2194117238	4066052.388545756  	15
360758.1968393197	4066052.641342133  	15
360758.1730083792	4066052.893778719  	15
360758.1486067742	4066053.1486963294 	15
360758.1263943638	4066053.398269762  	15
360758.1034321211	4066053.655270604  	15
360758.0799099205	4066053.904150445  	15
360758.055874395	4066054.16091016   	15
360758.0336706133	4066054.4119512546 	15
360758.0106387636	4066054.665614455  	15
360757.9873844283	4066054.9187488966 	15
360757.9646076525	4066055.1693125544 	15
360757.9415606821	4066055.424862103  	15
360757.917763776	4066055.677511007  	15
360757.8898285645	4066055.9293222446 	15
360757.8615670559	4066056.183610525  	15
360757.8362161358	4066056.4327634377 	15
360757.8113416324	4066056.6895975815 	15
360757.7843450499	4066056.938069977  	15
360757.7479580516	4066057.193395548  	15
360757.7151019943	4066057.443218207  	15
360757.6876476257	4066057.696413344  	15
360757.6614423882	4066057.949390397  	15
360757.6351318663	4066058.199654051  	15
360757.6074017675	4066058.454678936  	15
360757.5807582614	4066058.7070090417 	15
360757.5525342639	4066058.958908552  	15
360757.5234953639	4066059.213300664  	15
360757.4966312567	4066059.462402076  	15
360757.4687872328	4066059.7188737886 	15
360757.4404290735	4066059.9672237663 	15
360757.4112361273	4066060.2234132146 	15
360757.3838606355	4066060.4739451194 	15
360757.355534646	4066060.7270859135 	15
360757.3269094504	4066060.9796763808 	15
360757.2987774477	4066061.2297186265 	15
360757.2702375605	4066061.484733791  	15
360757.2409779024	4066061.73682501   	15
360757.2131199773	4066061.988688056  	15
360757.1853651009	4066062.243127621  	15
360757.1565430421	4066062.4920706926 	15
360757.1270635303	4066062.748485288  	15
360757.0997462764	4066062.9969627354 	15
360757.071455044	4066063.253175443  	15
360757.0426257254	4066063.5035484023 	15
360757.0139802772	4066063.7567703617 	15
360756.9857855813	4066064.009528655  	15
360756.9575926346	4066064.259579416  	15
360756.9287151684	4066064.514501119  	15
360756.9011544924	4066064.7667927514 	15
360756.8722887327	4066065.0186797217 	15
360756.8427604167	4066065.273033996  	15
360756.8154682285	4066065.5221117856 	15
360756.7872423214	4066065.778581938  	15
360756.758594034	4066066.026936468  	15
360756.7291876932	4066066.283152032  	15
360756.701644621	4066066.533709312  	15
360756.6732736134	4066066.786896296  	15
360756.6446338118	4066067.0395248546 	15
360756.6165027212	4066067.2896201545 	15
360756.5879941679	4066067.5446802657 	15
360756.5588116667	4066067.7968156887 	15
360756.5309851982	4066068.0487312865 	15
360756.5032769286	4066068.3032155526 	15
360756.4745168785	4066068.5522106774 	15
360756.4450684538	4066068.808655014  	15
360756.4178279744	4066069.057153857  	15
360756.3896137816	4066069.3134031617 	15
360756.3607848758	4066069.5637987615 	15
360756.3321855466	4066069.8170350096 	15
360756.3040369623	4066070.069807592  	15
360756.2759054005	4066070.319872392  	15
360756.2470894464	4066070.5748157375 	15
360756.2195899074	4066070.8271061983 	15
360756.1907551054	4066071.079015308  	15
360756.1613032085	4066071.333368168  	15
360756.134041612	4066071.582445289  	15
360756.1058770905	4066071.8389294734 	15
360756.0773054549	4066072.087297801  	15
360756.0479298364	4066072.3435202935 	15
360756.0204482747	4066072.5940992143 	15
360755.9921231314	4066072.8472852814 	15
360755.9635144158	4066073.0999435806 	15
360755.9354291912	4066073.350037962  	15
360755.9069668783	4066073.6051199646 	15
360755.8778306132	4066073.8572772793 	15
360755.8500651536	4066074.1091841063 	15
360755.8224337967	4066074.363697368  	7
360755.7937348841	4066074.612691327  	7
360755.7643478481	4066074.8691497026 	7
360755.737138208	4066075.117663081  	7
360755.7089392066	4066075.3739043567 	7
360755.6802023592	4066075.624321104  	7
360755.6516492656	4066075.8775792415 	7
360755.6235619427	4066076.1303582583 	7
360755.5954763729	4066076.3804297457 	7
360755.5666912553	4066076.635387628  	7
360755.5392228083	4066076.887707832  	7
360755.5049539577	4066077.1389447106 	7
360755.4593824752	4066077.391240217  	7
360755.4075806557	4066077.637119392  	7
360755.3460965856	4066077.888814555  	7
360755.2747442269	4066078.129270008  	7
360755.187741823	4066078.373052804  	7
360755.0972135983	4066078.60951584   	7
360754.9887630645	4066078.8420421095 	7
360754.8673252618	4066079.0697374977 	7
360754.7343932129	4066079.291414084  	7
360754.5959295982	4066079.5101842303 	7
360754.4753181618	4066079.732337088  	7
360754.3744965246	4066079.9577194233 	7
360754.2719471073	4066080.1886361297 	7
360754.161937825	4066080.40892798   	7
360754.0375210026	4066080.617848683  	7
360753.8998009219	4066080.8090982735 	7
360753.757214392	4066080.982934869  	7
360753.6150384896	4066081.141645408  	7
360753.4736723452	4066081.28628814   	7
360753.3332368137	4066081.4186559473 	7
360753.1883958756	4066081.538470663  	7
360753.0394368263	4066081.6511806087 	7
360752.886092367	4066081.7638250664 	7
360752.725568332	4066081.877430607  	7
