-32.764652,53.895309,0
-33.260727,53.832779,0
-33.756802,53.770241,0
-34.252876,53.707703,0
-34.748947,53.645172,0
-35.245022,53.582634,0
-35.741096,53.520096,0
-36.237171,53.457558,0
-36.733246,53.395027,0
-37.229317,53.332489,0
-37.725391,53.269951,0
-38.221466,53.20742,0
-38.714638,53.145058,0
-39.20406,53.081623,0
-39.693237,53.016365,0
-40.182175,52.949299,0
-40.670864,52.880421,0
-41.159286,52.809727,0
-41.647446,52.737225,0
-42.135338,52.662914,0
-42.622944,52.586796,0
-43.110264,52.508888,0
-43.597301,52.429153,0
-44.08403,52.347614,0
-44.570461,52.264282,0
-45.056576,52.179146,0
-45.54237,52.092213,0
-46.02784,52.003471,0
-46.512985,51.91293,0
-46.99778,51.820606,0
-47.482235,51.726475,0
-47.966335,51.63055,0
-48.45187,51.532536,0
-48.941891,51.433132,0.007025
-49.431911,51.333729,0.064376
-49.921932,51.234325,0.099466
-50.411945,51.134926,0.064806
-50.901966,51.035522,0.01359
-51.391987,50.936119,0
-51.882008,50.836716,0
-52.362743,50.730927,0
-52.839642,50.609333,0
-53.312267,50.472046,0
-53.780102,50.319229,0
-54.242626,50.151043,0
-54.702702,49.933853,0
-55.102684,49.648685,0
-55.446526,49.297863,0
-55.743195,48.885979,0
-56.022045,48.47562,0
-56.286938,48.042511,0
-56.528641,47.596054,0
-56.743328,47.143154,0
-56.928837,46.683544,0
-57.086643,46.213703,0
-57.220062,45.734772,0
-57.343113,45.248222,0
-57.425522,44.730564,0
-57.455654,44.207264,0
-57.433201,43.683567,0
-57.374367,43.19149,0
-57.312607,42.701138,0
-57.248981,42.213032,0
-57.183197,41.725216,0
-57.115246,41.237694,0
-57.045132,40.750484,0
-56.972862,40.263584,0
-56.898434,39.777016,0
-56.821514,39.287582,0
-56.743519,38.793705,0
-56.665527,38.299824,0
-56.587532,37.805946,0
-56.509541,37.312065,0
-56.431545,36.818184,0
-56.353554,36.324306,0
-56.275558,35.830429,0
-56.197567,35.336548,0
-56.119572,34.842667,0
-56.04158,34.348789,0
-55.963585,33.854908,0
-55.885593,33.361031,0
-55.807598,32.867149,0
-55.729603,32.373272,0
-55.651611,31.879389,0
-55.573616,31.385509,0
-55.495625,30.89163,0
-55.417629,30.397751,0
-55.339638,29.903872,0
-55.261642,29.40999,0
-55.183651,28.916111,0
-55.105656,28.422232,0
-55.027664,27.928352,0
-54.949669,27.434473,0
-54.871674,26.940594,0
-54.793682,26.446714,0
-54.715687,25.952835,0
-54.637695,25.458954,0
-54.559681,24.963421,0
-54.482109,24.467703,0
-54.40506,23.971909,0
-54.328499,23.476032,0
