18.167,60.697,0.3
17.688,60.663,0.3
17.227,60.612,0.3
16.749,60.595,0.3
16.271,60.561,0.3
15.81,60.51,0.3
15.264,60.459,0.3
14.666,60.391,0.3
14.137,60.239,0.3
13.727,59.865,0.3
13.42,59.357,0.3
13.164,58.78,0.3
12.856,58.169,0.3
12.6,57.576,0.3
12.395,56.948,0.3
12.139,56.202,0.3
11.849,55.456,0.3
11.627,54.76,0.3
11.371,54.014,0.3
11.166,53.285,0.3
10.841,52.59,0.3
10.415,51.741,0.3
10.039,51.046,0.3
9.561,50.266,0.3
9.066,49.571,0.3
8.502,48.909,0.3
7.87,48.18,0.3
7.205,47.434,0.3
6.368,46.704,0.3
5.651,46.094,0.3
4.797,45.432,0.3
3.875,44.906,0.3
2.833,44.313,0.3
1.604,43.77,0.3
0.597,43.312,0.3
-0.377,42.888,0.3
-1.538,42.498,0.3
-2.699,42.261,0.3
-3.911,42.006,0.3
-5.106,41.955,0.3
-6.387,42.006,0.3
-7.548,42.023,0.3
-8.846,42.04,0.3
-10.041,42.159,0.3
-11.236,42.278,0.3
-12.295,42.498,0.3
-13.234,42.803,0.3
-14.122,43.126,0.3
-15.027,43.584,0.3
-16,44.058,0.3
-16.871,44.584,0.3
-17.707,45.195,0.3
-18.151,45.721,0.3
-18.886,46.433,0.3
-19.671,47.179,0.3
-20.269,47.993,0.3
-20.781,48.807,0.3
-21.378,49.621,0.3
-21.925,50.368,0.3
-22.522,51.25,0.3
-23.069,52.013,0.3
-23.564,52.776,0.3
-24.196,53.421,0.3
-25.101,53.946,0.3
-26.279,54.167,0.3
-27.116,54.303,0.3
-28.208,54.319,0.3
-29.25,54.269,0.3
-30.138,54.235,0.3
-31.128,54.133,0.3
-32.764652,53.895309,0.4
-33.260727,53.832779,0.4
-33.756802,53.770241,0.4
-34.252876,53.707703,0.4
-34.748947,53.645172,0.4
-35.245022,53.582634,0.4
-35.741096,53.520096,0.4
-36.237171,53.457558,0.4
-36.733246,53.395027,0.4
-37.229317,53.332489,0.4
-37.725391,53.269951,0.4
-38.221466,53.20742,0.4
-38.714638,53.145058,0.4
-39.20406,53.081623,0.4
-39.693237,53.016365,0.4
-40.182175,52.949299,0.4
-40.670864,52.880421,0.4
-41.159286,52.809727,0.4
-41.647446,52.737225,0.4
-42.135338,52.662914,0.4
-42.622944,52.586796,0.4
-43.110264,52.508888,0.4
-43.597301,52.429153,0.4
-44.08403,52.347614,0.4
-44.570461,52.264282,0.4
-45.056576,52.179146,0.4
-45.54237,52.092213,0.4
-46.02784,52.003471,0.4
-46.512985,51.91293,0.4
-46.99778,51.820606,0.4
-47.482235,51.726475,0.4
-47.966335,51.63055,0.4
-48.45187,51.532536,0.4
-48.941891,51.433132,0.4
-49.431911,51.333729,0.4
-49.921932,51.234325,0.4
-50.411945,51.134926,0.4
-50.901966,51.035522,0.4
-51.391987,50.936119,0.4
